Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Santos	Virtual_b02_OTF_Open_Warp	maquis_45V	Maquis	45 V	TNG		Personnel		Non-Aligned	CIVILIAN	4	6	7					[Cmd][Maq]		Human; Male;				Freedom fighter who kidnapped and then recruited Ro Laren into the Maquis. Led his squadron in an attack on a Yridian convoy. Friend of Macias.			CIVILIAN Leadership MEDICAL Navigation Transporter Skill Treachery
Sark	Virtual_b02_OTF_Open_Warp	maquis_46V	Maquis	46 V	DS9	univ	Personnel		Non-Aligned	SCIENCE	4	7	6					[Maq][Stf]		Bolian; Male; Support Personnel;				One of many colonists living on Volan III in the Demilitarized Zone. Bolian member of Cal Hudson's Maquis cell. He helped plan Dukat's kidnapping.			SCIENCE Exobiology Transporter Skill
Shankar	Virtual_b02_OTF_Open_Warp	maquis_47V	Maquis	47 V	DS9		Personnel		Non-Aligned	OFFICER	4	7	7					[Cmd][Maq]		Human; Male;	disruptor; phaser;			Maquis soldier always prepared to defend against Cardassian attacks. Assigned by Amaros to stand guard over Dukat after the Gul's abduction.			OFFICER Archaeology Biology Geology Treachery DL/ Any phaser or disruptor
Cosette	Virtual_b02_OTF_Open_Warp	maquis_49V	Maquis	49 V	TNG		Ship		Non-Aligned	Condor Class	7	5	6					[Maq]	[Maq][Maq] 		Demilitarized Zone Region;		Ro Laren	Commanded by Ro Laren under the watchful eye of Kalita. Participated in the theft of medical supplies from the U.S.S. Enterprise in 2370.			Attributes all +2 in Demilitarized Zone Region.
Guingouin	Virtual_b02_OTF_Open_Warp	maquis_50V	Maquis	50 V	DS9		Ship		Non-Aligned	Condor Class	8	6	6					[Maq]	[Maq][Maq] 				Michael Eddington	Maquis raider commanded by Michael Eddington in retaliatory strikes against Cardassian colonies. Uses many components salvaged from ambushed ships.			Once each turn, may land or take off using 1 RANGE.
Maquis Raider	Virtual_b02_OTF_Open_Warp	maquis_51V	Maquis	51 V	DS9	univ	Ship		Non-Aligned	Condor Class	7	5	6					[Maq]	[Maq][Maq] 	Federation ship; Tractor Beam;				Versatile class of ship designed early in the 24th century by the Federation. Crew complement can vary widely.			Tractor Beam (cannot carry ships aboard).
S.S. Xhosa	Virtual_b02_OTF_Open_Warp	maquis_52V	Maquis	52 V	DS9		Ship		Non-Aligned	Antares Class	9	4	6					[Maq]	[Stf] 	Freighter; Tractor Beam;			Kasidy Yates	Independent freighter commanded by Kasidy Yates. Operated under contract for Bajor's Ministry of Commerce in 2372. Smuggled Maquis supplies.			Tractor Beam
Val Jean	Virtual_b02_OTF_Open_Warp	maquis_53V	Maquis	53 V	VOY		Ship		Non-Aligned	Condor Class	7	5	6					[Maq]	[Maq][Maq] 		Badlands Region;	Liberty	Captain Chakotay	30-year old vessel commanded by Captain Chakotay. Like many Maquis ships, has borne many names. Also known as the Liberty.			Attributes all +2 in Badlands Region.
Close Quarters Combat	Virtual_b02_OTF_Open_Warp	maquis_54V	Maquis	54 V	TNG		Tactic					-2	-2								Badlands Region; Condor Class; Demilitarized Zone Region;						Attack: 0. Defense: 2. ATTACK and DEFENSE bonus +2 if you have a Condor-class ship firing in Demilitarized Zone or Badlands Region. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip] Hull: -20% Airlock Malfunction: until end of your next full turn, no free reporting aboard.
Female's Love Interest & Garbage Scow *VP	Trad_Virtual_OTF_Open_Warp	FLIandGS_VOY	VP	124 VP	VOY		Dilemma	[S/P]												female-related dilemma;	Female; Tractor Beam;						FEMALE'S LOVE INTEREST: Female crew or Away Team member (random selection) runs off with lover to furthest planet. RADIOACTIVE GARBAGE SCOW: Place on mission; mission attempt ends. Mission can't be attempted here. Ship with Tractor Beam and 2 ENGINEER can tow Scow.
The Higher... The Fewer *VP	Trad_Virtual_OTF_Open_Warp	125VP	VP	125 VP	TNG		Dilemma	[S/P]						X										The Parallax Poet's cosmic lesson for Alexander was, "Every moment requires a purpose. Every purpose requires a plan. The Higher... The Fewer."			Subtract X from your total score, where X=the number of personnel in this crew or Away Team.
General Quarters *VP	Virtual_Open_Warp	126VP	VP	126 VP	TOS		Event											[HA][Ref]						With a salt-draining entity loose aboard his ship, Captain Kirk placed the Starship Enterprise on security condition three, ordering off-duty crew to stay in their quarters for safety.			Seeds or plays on table. May not leave play. All players may only download personnel into play once every turn.
Bluegill Infestation *VP	Trad_Virtual_OTF_Open_Warp	127VP	VP	127 VP	TNG		Incident																				Seeds on table; place up to seven unique personnel face up beneath here from outside the game. Your copies of those personnel in play are STRENGTH +5, considered Bluegills, and may not be stunned. Also, when one of your Bluegills is killed, you must randomly select a personnel from here; if it matches one who was killed, that personnel was considered to be the Bluegill Queen. (Unique.)
Deyos *VP	Trad_Virtual_OTF_Open_Warp	128VP	VP	128 VP	DS9		Personnel		Dominion	SECURITY	4	7	6					[Cmd][GQ]		Vorta; Internment Camp 371-related personnel; Male;	Jem'Hadar;			Vorta in charge of Internment Camp 371. Responsible for training and equipping Jem'Hadar troops. Accepts nothing less than perfect obedience.			SECURITY May draw a card for each non-Youth Jem'Hadar that enters play here. Treachery x 2 Archaeology
Reginald Barclay (The Borg) *VP	Trad_Virtual_OTF_Open_Warp	129VP	VP	129 VP	VOY		Personnel		Federation	ENGINEER	8	8	5					[Stf]		Human; Male;				Dedicated member of the Pathfinder Project. Established a means for Voyager to regularly communicate with Earth from tens of thousands of light-years away.			ENGINEER Computer Skill Astrophysics Honor Delta Quadrant [FED] missions you solve are +5 points.
Ishka *VP	Trad_Virtual_OTF_Open_Warp	130VP	VP	130 VP	DS9		Personnel		Ferengi	CIVILIAN	8	10	4							Ferengi; Female;				"Moogie" to Quark and Rom. Financial genius. Wears clothes. Earns profit. Secretly helps Zek run his empire.	Tower of Commerce	Quark;Rom;Zek	CIVILIAN Acquisition Computer Skill Honor Music Your {Gold-Pressed Latinum} may report here, for free. While {Grand Nagus Zek} is here, doubles his skills.
Sisters of Duras *VP	Trad_Virtual_OTF_Open_Warp	131VP	VP	131 VP	TNG		Personnel		Klingon/Romulan	V.I.P.+V.I.P.	2+2	8+8	8+7					[Fajo][Stf][Stf]		Klingon; Dual-personnel; Duras-related; Female;		;Lursa;B'Etor;		Lursa and B'Etor, like their father before them, collaborated with the Romulan Star Empire.			V.I.P.+V.I.P. Lursa: Treachery Leadership Geology Greed B'Etor: Treachery Physics Youth Greed
Senator Vreenak *VP	Trad_Virtual_OTF_Open_Warp	132VP	VP	132 VP	DS9		Personnel		Romulan	V.I.P.	7	8	5							Romulan; Chairman; Male; Senator;	Romulan treaty;			Vice-Chairman of the Tal Shiar. Secretary of the War Plans Council. Key Romulan senator for over 14 years. Negotiated the non-aggression pact with the Dominion.	Continuing Committee		V.I.P. Diplomacy Tal Shiar x 2 Anthropology Leadership Law DL/ Any Romulan treaty
Mr. Spock *VP	Trad_Virtual_b00_OTF_Open_Warp	122VP	VP	122 VP	TOS		Personnel		Federation	SCIENCE	8	10	9					[AU][Cmd][OS]		Vulcan/Human; Male;				Highly logical starship Enterprise first officer. First Vulcan in Starfleet. Suppresses his human half. Fascinating.			SCIENCE SCIENCE Computer Skill Exobiology Music OFFICER Mindmeld x 2 DL/ {Vulcan Nerve Pinch} If with {Captain Kirk}, both are attributes all +2.
Quantum Incursions	Virtual_Open_Warp	xx_1V	20th	1 V	TNG		Doorway											[AU]									Seeds like a [S/P] dilemma. <a href="http://www.trekcc.org/qi">QR Code</a>
Crossover: An Invitation	Virtual_OTF_Open_Warp	xx_2V	20th	2 V	DS9		Event											[HA]						In 2372, the Terran Rebellion kidnapped Jake Sisko from Deep Space 9, knowing that Benjamin Sisko would promptly pursue his son to the mirror universe.			Seeds or plays on table. Once each turn, your personnel native to the Alpha Quadrant may report (but not download) as if they were [MQ].
Leader of the Sect	Virtual_OTF_Open_Warp	xx_3V	20th	3 V	VOY		Event														Maje;			A factionalized society, Kazon sects rely on the strong and dominant leadership of their Maje. Weakness is never tolerated.			Seeds on your [Kaz] facility. At the start of any player's turn, if you do not have a Maje in play, you may download a Maje here.
Starbase 247	Virtual_OTF_Open_Warp	xx_4V	20th	4 V	TNG		Facility		Federation	Outpost			40										Fleet Admiral Shanthi	Federation starbase commanded by Fleet Admiral Shanthi in 2370, where she conducted an inquiry into the Pegasus affair.			Seeds at any [FED] [S] mission. DL/ {You Know I'd Like to Help} OR {Spacedock}
Holoprogram: Cafe des Artistes	Virtual_OTF_Open_Warp	xx_5V	20th	5 V	TNG		Incident														Holodeck;						Seeds or plays on your ship or facility with a Holodeck. Thrice per turn, you may stop your couple present to draw a card. Once per game, you may download a romantic partner of your personnel present, then discard incident. (Unique.)
Investigate Anti-Time Eruption	Virtual_OTF_Open_Warp	xx_6V	20th	6 V			Mission	[S]	[FED][ROM]					50	Neutral Zone Region	Alpha	4			Neutral Zone Region;	Neutral Zone Region;			Analyze anomaly in politically delicate location.			ENGINEER x3 + Leadership x3 + Astrophysics x3 + Physics x3
Rak'tazan	Virtual_OTF_Open_Warp	xx_7V	20th	7 V	DS9	univ	Personnel		Dominion	OFFICER	5	6	8					[GQ][KW][Stf]		Jem'Hadar; Male; Support Personnel;				Jem'Hadar Sixth representative of soldiers stationed aboard Terok Nor during the Dominion occupation of 2374. Struggled to decipher Cardassian egotism.			OFFICER Stellar Cartography Astrophysics
Commodore Decker	Virtual_b00_OTF_Open_Warp	xx_8V	20th	8 V	TOS		Personnel		Federation	OFFICER	5	7	6					[AU][Cmd][OS]		Human; Male;			Starship Constellation	Matt Decker commanded the Starship Constellation. Vowed revenge on the machine that killed his crew. Father of Willard Decker. Dislikes practical jokes.			OFFICER Leadership Exobiology ENGINEER SECURITY
Kell Perim	Virtual_OTF_Open_Warp	xx_9V	20th	9 V	Ins		Personnel		Federation	OFFICER	6	7	5					[Ent-E]		Trill; Female;	Briar Patch Region;			Trill serving on the U.S.S. Enterprise-E. Operations officer during the battle with Son'a warships in the Briar Patch in 2375. Not joined with a symbiont.			OFFICER Stellar Cartography Navigation SCIENCE While on your ship, it is RANGE +1 in the Briar Patch Region.
Lwaxana Troi (20th Anniversary)	Virtual_OTF_Open_Warp	xx_10V	20th	10 V	DS9		Personnel		Federation	V.I.P.	8	8	2							Betazoid; Ambassador; Deep Space 9-related personnel; Female;				Female Betazoid ambassador who visited DS9 several times. Suffered the effects of Zanthi fever in 2371. Romantically involved with Jeyal and Odo.		Jeyal;Odo	V.I.P. Empathy x 2 Diplomacy Honor DL/ {Odo} (even from your discard pile).
Worf (20th Anniversary)	Virtual_OTF_Open_Warp	xx_11V	20th	11 V	DS9		Personnel		Federation	OFFICER	9	7	10					[Cmd]		Klingon; Deep Space 9-related personnel; Male;			U.S.S. Defiant	Klingon strategic operations officer aboard DS9. Often commanded the U.S.S. Defiant. Romantically involved with Jadzia Dax. Likes prune juice.		Jadzia Dax	OFFICER Leadership Honor x 2 Diplomacy SECURITY Doubles DEFENSE bonus of your Tactic (if involved).
General Korok	Virtual_OTF_Open_Warp	xx_12V	20th	12 V	VOY		Personnel		Klingon/Non-Aligned	OFFICER	7	6	9					[Cmd][Def][DQ]		Klingon/Borg; General; Male;		Six of Ten		Klingon warrior whose recessive gene allowed him to access Unimatrix Zero. Fought to free himself and his fellow Borg. Known as Six of Ten by his hive.			OFFICER SECURITY Leadership Navigation Stellar Cartography
Frederick La Rouque	Virtual_OTF_Open_Warp	xx_13V	20th	13 V	TNG		Personnel		Non-Aligned	V.I.P.	4	8	5	5				[AU]		Human; Male;				Professional gambler on late 19th century Earth. Always looking for an easy mark. French-speaking native of New Orleans. Fond of the waltz.			V.I.P. Greed x 2 Treachery Worth points if he is most CUNNING Greed in play.
Orderly Mavek	Virtual_OTF_Open_Warp	xx_14V	20th	14 V	TNG	univ	Personnel		Non-Aligned	MEDICAL	5	7	7					[AU]		Tilonian; Male; Nurse;				Typical Tilonian nurse created by Suna as part of a brainwashing scenario. Appeared to enjoy the torment he inflicted on the occupants of Ward 47.			MEDICAL Computer Skill Music DL/ {Frame of Mind} (as an Event, targeting an opposing personnel).
Gannet Brooks	Virtual_b00_OTF_Open_Warp	xx_15V	20th	15 V	ENT		Personnel		Starfleet	CIVILIAN	4	7	5					<Sta>[22][AU]		Human; Female; Infiltrator;				Starfleet Intelligence agent. Posed as a reporter to investigate xenophobic organization Terra Prime. Romantically involved with Travis Mayweather.		Travis Mayweather	CIVILIAN Anthropology Diplomacy Computer Skill SECURITY Biology Treachery
My Ship, My Crew	Virtual_OTF_Open_Warp	xx_16V	20th	16 V	TNG		Q Dilemma													Q-related dilemma;				"I suppose you're worried about your fish, too."			Opponent names a classification. You choose: randomly select a personnel in crew or Away Team with that classification (if any) to be "stopped" OR randomly select three personnel in crew or Away Team without that classification to be "stopped". (May also be seeded as [S/P] .)
U.S.S. Enterprise-E (20th Anniversary)	Virtual_OTF_Open_Warp	xx_17V	20th	17 V	FC		Ship		Borg	Sovereign Class	10	9	10	0					[Def][Def][Nav] 	Borg ship; Federation ship; Holodeck; Tractor Beam;			Borg Queen	Identification: FEDERATION SOVEREIGN-CLASS Task: Prevent first contact between humans and Vulcans in 2063. Borg Queen commands.			Holodeck, Tractor Beam. May report to {Earth}. DL/ {Borg Queen}
U.S.S. Enterprise (20th Anniversary)	Virtual_OTF_Open_Warp	xx_18V	20th	18 V	TNG		Ship		Ferengi	Galaxy Class	9	8	9						[Cmd][Stf][Stf] 	Federation ship; Ferengi ship; Holodeck; Tractor Beam;			Lurin	Federation starship claimed under Ferengi Salvage Code. Captained by Lurin. A mysterious machine.			Holodeck, Tractor Beam
Seven of Nine (League Promo)	Virtual_OTF_Open_Warp	134VP	VP	134 VP	VOY		Personnel		Non-Aligned	CIVILIAN	7	9	9					[Def][DQ]		Human/Borg; Female; Tsunkatse-related card;				Former Borg coerced into Tsunkatse competition. Trained by Hajur. Imperfect. Reaffirmed her humanity in the arena.			CIVILIAN SECURITY Exobiology Computer Skill Honor STRENGTH +5 in battle.
Saltah'na Clock *VP	Trad_Virtual_OTF_Open_Warp	135VP	VP	135 VP	DS9		Artifact																	Benjamin Sisko constructed a clock while being affected by the energy matrix of Saltah'na telepathic spheres. The spheres were storing the energy of an ancient power struggle.			Place on ship or facility here (opponent's choice). Personnel aboard must initiate battle whenever possible (no leader is required and affiliation attack restrictions do not apply).
Artillery Attack *VP	Trad_Virtual_OTF_Open_Warp	136VP	VP	136 VP	DS9		Dilemma	[P]																Jake Sisko and Julian Bashir were pinned down by Klingon artillery while attempting to retrieve a portable generator from their runabout on Ajilon Prime.			Kills X personnel (random selection); immediately probe: [*]: X = number of [*] icons on probe card. [Equipment]: X = 0 (discard probe card). Otherwise: X = 1.
Kukalaka *VP	Trad_Virtual_OTF_Open_Warp	137VP	VP	137 VP	DS9		Equipment																	Beloved childhood companion (and first surgical patient) of Julian Bashir. Loaned to, and especially treasured by, Leeta. A timeless symbol of innocence and security.			Your non-Borg personnel present are each INTEGRITY +2, or +3 if {Leeta} present. Also, each player is limited to one {Brain Drain} OR one {Going To The Top} every turn. (Unique.)
Kivas Fajo - Collector *VP	Trad_Virtual_OTF_Open_Warp	138VP	VP	138 VP	TNG		Event																	Zibalian trader Kivas Fajo has a spaceborne warehouse of rare cargo like hytritium as well as a private collection of unique and priceless treasures.			Choose any player to immediately draw three new cards from the top of their draw deck. Discard event after use.
The Art of Diplomacy *VP	Trad_Virtual_OTF_Open_Warp	139VP	VP	139 VP	ENT		Incident											[HA]			hand weapon;						Seeds or plays on table. Your [MQ], [Maq], Resistance, and Orion Syndicate personnel who are using a hand weapon may use 2 Treachery as if it were 1 Diplomacy (ignoring reductions from rifles) and, once each turn, may place incident out-of-play to kill one other personnel present. Once per game, you may discard incident to download one hand weapon to one of your personnel who has 2 Treachery.
